player,season,team,goals_z,xg_z,crosses_z,boxtouches_z,passes_z,progpasses_z,takeons_z,progruns_z,tackles_z,interceptions_z,clearances_z,blocks_z,aerials_z,fouls_z,fouled_z,nsxg_z
Gary Cahill,2014,England,-0.43,-0.57,-0.54,-0.27,1.81,0.94,-0.25,-0.49,1.01,1.36,3.06,0.98,2.38,0.73,0.73,-0.79
Glen Johnson,2014,England,-0.43,-0.49,-0.54,-0.45,1.35,1.18,0.18,1.55,1.01,-0.82,-0.12,-0.52,-0.01,-0.68,0.3,-0.59
Jack Wilshere,2014,England,-0.43,-0.57,-0.54,-0.8,-0.5,-0.62,-0.25,-0.71,-0.37,-0.27,-0.72,-0.52,-0.81,-0.68,-0.13,-0.05
James Milner,2014,England,-0.43,-0.57,0.21,-0.8,-0.91,-0.46,0.18,0.19,0.17,0.82,-0.72,-0.52,-0.41,-0.68,-0.99,0.15
Joe Hart,2014,England,-0.43,-0.57,-0.54,-0.8,-0.52,0.55,-0.68,-0.71,-0.9,-0.82,-0.42,-0.52,-0.81,-1.15,-0.99,-0.79
Jordan Henderson,2014,England,-0.43,-0.46,-0.54,-0.8,0.84,-0.3,0.18,-0.71,-0.21,0.16,-0.27,-0.52,-0.41,-0.68,-0.56,-0.32
Leighton Baines,2014,England,-0.43,-0.4,0.97,-0.8,0.91,1.02,0.18,-0.03,0.06,-0.27,-0.12,-0.52,-0.81,-0.21,-0.56,0.77
Luke Shaw,2014,England,-0.43,-0.49,-0.54,-0.8,-0.36,0.4,-0.25,-0.03,-0.37,0.27,-0.57,-0.52,-0.01,-0.68,0.3,-0.48
Phil Jagielka,2014,England,-0.43,-0.37,-0.54,-0.1,0.49,-0.23,-0.68,-0.49,-0.9,-0.12,1.55,0.98,0.39,-1.15,-0.56,-0.79
Phil Jones,2014,England,-0.43,-0.57,-0.54,-0.27,-0.38,-0.23,-0.68,-0.71,0.17,-0.82,-0.27,-0.52,-0.01,-0.21,0.3,-0.28
Raheem Sterling,2014,England,-0.43,-0.23,-0.54,-0.1,-0.06,-0.38,3.63,1.78,0.17,-0.82,-0.72,-0.52,-0.01,1.66,0.3,-0.67
Ross Barkley,2014,England,-0.43,-0.28,0.97,0.08,0.13,-0.85,1.05,0.87,-0.9,-0.12,-0.57,-0.52,-0.01,-0.21,-0.56,1.87
Steven Gerrard,2014,England,-0.43,-0.28,2.48,-0.1,0.98,0.16,0.18,-0.71,0.75,-0.12,-0.27,1.4,-0.01,-0.21,-0.99,1.44
Wayne Rooney,2014,England,1.76,5.2,0.97,0.97,0.01,-0.46,0.62,0.19,-0.37,-0.82,-0.57,-0.52,0.39,0.26,1.59,1.05
Antoine Griezmann,2014,France,-0.43,0.33,2.18,1.43,-0.06,-0.41,0.36,-0.4,-0.24,-0.14,-0.72,-0.52,0.15,-0.3,0.3,1.77
Bacary Sagna,2014,France,-0.43,-0.57,0.82,-0.8,-0.67,-0.27,-0.68,-0.4,-0.48,0.49,-0.27,-0.52,-0.09,-1.15,-0.74,-0.04
Blaise Matuidi,2014,France,0.88,0.47,-0.54,2.38,1.44,-0.04,2.68,0.01,0.91,0.04,-0.45,-0.13,0.39,1.1,1.33,0.29
Hugo Lloris,2014,France,-0.43,-0.57,-0.54,-0.8,-0.08,1.74,-0.68,-0.67,-0.9,-0.82,-0.63,-0.52,-0.81,-1.15,-0.48,-0.79
Karim Benzema,2014,France,3.51,7.69,-0.09,5.78,0.1,0.05,0.87,1.37,-0.53,-0.38,-0.63,-0.52,-0.33,-0.59,-0.22,4.53
Laurent Koscielny,2014,France,-0.43,-0.42,-0.54,-0.49,-0.31,-0.23,-0.68,-0.81,-0.9,0.05,1.09,1.86,1.58,-0.59,-0.74,-0.79
Loïc Rémy,2014,France,-0.43,-0.47,-0.09,-0.27,-1.18,-1.12,-0.42,-0.26,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.74,-0.62
Lucas Digne,2014,France,-0.43,-0.57,-0.09,-0.7,-0.59,-0.18,-0.42,-0.53,0.38,-0.82,-0.36,-0.52,-0.33,-0.87,-0.22,-0.09
Mamadou Sakho,2014,France,-0.43,-0.52,-0.54,-0.59,1.06,1.32,-0.68,0.83,-0.48,0.2,0.82,2.75,3.01,-1.15,-0.74,-0.48
Mathieu Debuchy,2014,France,-0.43,-0.3,0.36,0.47,0.77,0.99,0.36,-0.12,2.71,1.1,0.46,0.66,0.86,0.82,0.04,-0.72
Mathieu Valbuena,2014,France,0.88,1.33,4.9,2.38,0.95,1.09,0.1,0.15,-0.62,-0.53,-0.72,-0.52,-0.09,0.54,0.82,3.92
Morgan Schneiderlin,2014,France,-0.43,-0.52,-0.54,-0.8,-0.52,-0.51,-0.42,-0.53,-0.48,0.05,-0.72,0.67,-0.81,-1.15,-0.74,-0.74
Moussa Sissoko,2014,France,0.88,-0.42,0.36,0.58,-0.3,-0.55,-0.42,0.15,-0.77,-0.68,-0.72,0.67,-0.81,-0.3,-0.48,0.24
Olivier Giroud,2014,France,0.88,0.64,-0.54,1.96,-0.96,-1.02,-0.68,-0.81,-0.05,-0.38,-0.27,0.27,0.62,0.54,0.56,0.55
Patrice Evra,2014,France,-0.43,-0.47,2.18,0.05,0.64,0.99,0.1,0.42,0.65,-0.09,0.46,-0.52,1.1,0.26,0.56,1.11
Paul Pogba,2014,France,0.88,1.26,-0.09,0.36,1.3,0.2,3.46,0.42,0.2,-0.14,-0.27,-0.52,0.39,1.1,1.59,0.45
Raphaël Varane,2014,France,-0.43,-0.52,-0.54,0.05,0.95,0.85,-0.42,0.42,1.39,0.24,0.82,2.91,-0.33,-1.15,-0.48,-0.44
Yohan Cabaye,2014,France,-0.43,0.6,0.36,-0.7,1.15,0.43,-0.68,-0.81,1.51,1.44,-0.27,0.93,-0.81,1.38,-0.22,0.38
André Schürrle,2014,Germany,2.14,2.51,-0.25,1.34,-0.5,-0.71,-0.51,-0.32,0.69,0.23,-0.55,-0.52,-0.5,0.13,-0.66,-0.12
Bastian Schweinsteiger,2014,Germany,-0.43,0.08,-0.25,-0.18,2.05,0.91,-0.51,0.3,1.89,-0.17,-0.01,-0.01,-0.19,0.87,1.7,0.28
Benedikt Höwedes,2014,Germany,-0.43,0.23,-0.54,0.37,1.2,1.37,-0.51,0.21,1.73,1.03,1.23,1.77,1.53,0.68,0.19,-0.63
Christoph Kramer,2014,Germany,-0.43,-0.52,-0.54,-0.67,-1.28,-1.16,-0.68,-0.94,-0.9,-0.82,-0.72,-0.52,-0.65,-1.15,-0.99,-0.79
Jérôme Boateng,2014,Germany,-0.43,-0.54,0.34,-0.6,1.62,1.65,-0.68,0.3,2.61,1.19,1.58,2.52,0.59,-0.41,-0.49,-0.07
Lukas Podolski,2014,Germany,-0.43,-0.37,-0.54,-0.39,-1.17,-1.1,-0.68,-0.85,-0.63,-0.55,-0.72,-0.52,-0.65,-1.15,-0.83,-0.79
Manuel Neuer,2014,Germany,-0.43,-0.57,-0.54,-0.8,0.66,2.87,-0.51,-0.85,-0.9,-0.82,-0.31,-0.52,-0.65,-1.15,-0.66,-0.79
Mario Götze,2014,Germany,1.28,1.41,0.05,1.69,-0.41,-0.89,-0.0,0.3,0.69,-0.29,-0.61,-0.52,-0.19,-0.05,0.02,0.14
Mats Hummels,2014,Germany,1.28,-0.32,-0.54,-0.25,0.87,0.91,-0.17,0.12,1.3,1.74,1.17,1.38,1.37,-0.23,-0.66,-0.65
Mesut Özil,2014,Germany,0.43,0.92,0.64,1.83,1.51,0.88,1.01,1.81,0.69,-0.82,-0.72,-0.52,-0.81,-0.41,0.36,3.64
Miroslav Klose,2014,Germany,1.28,1.34,-0.25,0.37,-1.06,-1.07,-0.51,-0.76,0.81,-0.3,-0.66,-0.52,0.44,0.32,-0.15,-0.38
Per Mertesacker,2014,Germany,-0.43,-0.52,-0.54,-0.6,1.25,1.4,-0.68,-0.14,-0.11,0.27,1.29,0.75,1.06,-0.6,-0.49,-0.77
Philipp Lahm,2014,Germany,-0.43,-0.31,0.34,0.3,3.69,2.23,0.17,1.81,1.52,0.97,0.82,2.27,-0.19,-0.6,0.52,1.32
Sami Khedira,2014,Germany,0.43,0.15,-0.25,-0.18,0.34,-0.28,-0.0,-0.41,-0.72,0.08,-0.31,-0.52,-0.5,-0.05,0.02,0.48
Shkodran Mustafi,2014,Germany,-0.43,-0.19,-0.25,-0.6,-0.87,-0.61,-0.68,-0.85,-0.7,-0.82,-0.43,-0.52,-0.03,-0.96,-0.99,-0.63
Thomas Müller,2014,Germany,3.85,3.22,0.64,3.56,0.5,0.24,1.35,1.01,0.65,-0.3,-0.66,0.61,0.91,1.42,1.87,2.44
Toni Kroos,2014,Germany,1.28,0.68,2.42,-0.04,3.59,2.23,0.17,0.21,2.55,0.26,-0.61,-0.52,-0.65,0.32,1.03,1.76
Adam Kwarasey,2014,Ghana,-0.43,-0.57,-0.54,-0.8,-0.98,-0.23,-0.68,-0.94,-0.9,-0.82,-0.57,-0.52,-0.81,-1.15,-0.99,-0.79
André Ayew,2014,Ghana,3.95,0.7,-0.54,2.38,0.13,-0.3,0.62,1.1,0.43,-0.06,-0.42,-0.52,0.78,-0.21,0.73,-0.2
Asamoah Gyan,2014,Ghana,3.95,5.52,0.21,6.28,-0.45,-0.93,0.62,0.19,-0.9,-0.82,-0.27,-0.52,3.57,0.73,2.45,0.54
Christian Atsu,2014,Ghana,-0.43,0.06,2.48,0.61,0.63,0.48,1.91,4.96,0.53,-0.18,-0.42,-0.52,0.39,0.73,-0.13,3.0
Daniel Opare,2014,Ghana,-0.43,-0.57,0.97,-0.8,-0.06,0.79,-0.25,-0.03,-0.9,0.47,-0.42,-0.52,0.39,0.26,-0.56,0.19
Emmanuel Badu,2014,Ghana,-0.43,-0.49,-0.54,-0.8,-0.63,-1.01,-0.68,-0.94,-0.47,-0.28,-0.57,-0.52,-0.81,-1.15,0.73,-0.79
Fatau Dauda,2014,Ghana,-0.43,-0.57,-0.54,-0.8,-0.5,0.79,-0.68,-0.94,-0.9,-0.82,-0.57,-0.52,-0.01,-1.15,-0.56,-0.79
Harrison Afful,2014,Ghana,-0.43,-0.57,1.73,-0.45,0.77,2.27,-0.68,0.87,0.38,0.98,0.64,0.97,-0.01,0.26,0.3,0.5
John Boye,2014,Ghana,-0.43,-0.37,-0.54,0.26,0.36,0.16,-0.68,-0.26,-0.0,0.59,2.3,1.99,2.38,-0.21,-0.56,-0.44
Jonathan Mensah,2014,Ghana,-0.43,-0.23,-0.54,0.43,1.09,0.71,-0.25,0.42,0.69,4.25,2.3,-0.06,1.58,-0.68,-0.56,-0.71
Jordan Ayew,2014,Ghana,-0.43,0.06,0.21,0.43,-0.82,-1.16,0.62,-0.03,0.63,-0.82,-0.72,-0.52,-0.81,0.26,-0.56,-0.51
Kevin-Prince Boateng,2014,Ghana,-0.43,-0.11,0.21,0.08,-0.75,-0.7,-0.25,-0.71,-0.9,-0.82,-0.72,-0.52,-0.41,-0.21,-0.99,-0.01
Kwadwo Asamoah,2014,Ghana,-0.43,-0.46,4.0,-0.27,1.92,2.19,1.05,2.23,-0.11,2.27,0.03,-0.06,0.39,-0.68,1.16,2.53
Majeed Waris,2014,Ghana,-0.43,0.55,0.21,-0.27,-1.09,-1.01,-0.25,-0.49,-0.64,-0.82,-0.72,-0.52,-0.81,0.26,0.3,-0.4
Mohammed Rabiu,2014,Ghana,-0.43,-0.57,-0.54,-0.8,0.38,0.16,0.18,-0.71,0.26,0.97,-0.12,-0.52,0.78,2.13,-0.13,-0.59
Mubarak Wakaso,2014,Ghana,-0.43,-0.46,0.97,-0.8,-1.12,-0.93,0.18,-0.03,-0.64,-0.82,-0.42,-0.52,-0.41,-0.21,-0.13,-0.55
Sulley Muntari,2014,Ghana,-0.43,-0.11,3.24,-0.63,0.61,0.63,-0.25,-0.71,3.07,0.16,-0.27,-0.52,-0.41,1.19,1.16,2.61
Andreas Samaris,2014,Greece,1.09,0.19,-0.54,-0.68,-0.44,-0.3,-0.08,-0.78,0.33,-0.82,-0.51,0.0,-0.53,-0.5,-0.1,-0.52
Dimitris Salpingidis,2014,Greece,-0.43,0.99,-0.54,0.3,-0.86,-0.95,-0.68,-0.31,-0.48,-0.82,-0.62,-0.52,-0.53,0.15,0.8,-0.79
Georgios Karagounis,2014,Greece,-0.43,0.07,3.12,-0.8,0.45,-0.24,-0.08,0.79,1.24,-0.49,-0.62,-0.45,-0.81,0.8,1.69,1.75
Georgios Samaras,2014,Greece,1.09,1.38,-0.54,1.28,0.03,-0.68,1.11,1.89,-0.22,0.42,-0.62,-0.52,3.33,1.12,5.57,0.83
Giannis Maniatis,2014,Greece,-0.43,-0.49,-0.54,-0.68,0.83,-0.08,1.11,1.57,1.11,0.03,0.53,0.39,0.57,0.15,0.8,-0.6
Ioannis Fetfatzidis,2014,Greece,-0.43,-0.57,-0.54,-0.8,-1.13,-0.95,-0.68,-0.31,-0.6,-0.21,-0.62,-0.52,-0.53,-0.5,-0.99,-0.73
José Holebas,2014,Greece,-0.43,-0.33,4.17,-0.07,0.77,1.32,2.31,2.04,1.27,-0.02,0.32,-0.52,1.12,1.12,0.8,2.21
Kostas Katsouranis,2014,Greece,-0.43,-0.47,0.5,-0.44,0.22,0.08,-0.68,-0.16,-0.0,0.71,0.01,-0.45,-0.53,0.8,-0.7,-0.17
Kostas Manolas,2014,Greece,-0.43,-0.41,-0.54,-0.31,0.15,-0.14,-0.68,0.32,1.4,-0.27,1.89,0.46,1.95,0.8,0.8,-0.79
Kostas Mitroglou,2014,Greece,-0.43,0.71,-0.54,0.54,-1.13,-1.0,-0.68,-0.31,-0.9,-0.82,-0.72,-0.52,-0.53,-0.82,-0.99,-0.03
Lazaros Christodoulopoulos,2014,Greece,-0.43,0.17,-0.54,0.18,-0.49,-0.89,2.01,1.57,-0.53,-0.82,-0.72,-0.52,-0.81,-1.15,0.2,-0.19
Orestis Karnezis,2014,Greece,-0.43,-0.57,-0.54,-0.8,-0.54,0.94,-0.68,-0.94,-0.9,-0.82,-0.62,-0.52,-0.81,-1.15,-0.7,-0.79
Panagiotis Glykos,2014,Greece,-0.43,-0.57,-0.54,-0.8,-1.16,-0.51,-0.68,-0.94,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.7,-0.79
Panagiotis Kone,2014,Greece,-0.43,-0.11,-0.02,-0.31,-0.8,-0.89,0.81,0.0,-0.88,-0.82,-0.62,-0.45,-0.81,-0.18,0.5,-0.36
Sokratis Papastathopoulos,2014,Greece,1.09,0.59,-0.54,0.05,0.45,0.35,1.11,1.89,1.28,0.31,2.52,0.15,2.5,0.47,0.5,-0.27
Theofanis Gekas,2014,Greece,-0.43,0.81,-0.54,1.03,-1.08,-1.0,-0.68,-0.94,-0.9,-0.51,-0.62,-0.52,0.02,-0.82,-0.99,-0.46
Vasilis Torosidis,2014,Greece,-0.43,0.15,0.5,1.16,0.66,1.54,-0.38,0.94,-0.42,0.58,1.06,1.19,0.85,0.8,0.8,0.94
Andy Najar,2014,Honduras,-0.43,-0.46,-0.54,-0.27,-1.12,-1.09,-0.25,-0.26,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.13,-0.75
Boniek García,2014,Honduras,-0.43,-0.34,1.73,-0.63,0.1,-0.23,0.18,0.19,-0.83,-0.75,-0.42,-0.52,-0.81,-0.21,2.89,1.79
Brayan Beckeles,2014,Honduras,-0.43,-0.11,0.97,-0.63,0.63,1.18,0.18,-0.49,3.48,-0.27,-0.12,-0.32,-0.01,0.26,-0.56,0.23
Carlo Costly,2014,Honduras,1.76,1.27,-0.54,0.26,-0.61,-1.09,-0.25,-0.71,-0.83,-0.41,-0.72,-0.52,3.57,1.19,0.73,-0.32
Emilio Izaguirre,2014,Honduras,-0.43,-0.57,-0.54,-0.8,-0.29,0.4,-0.25,0.42,0.05,-0.27,-0.12,0.6,-0.41,-0.21,-0.99,-0.67
Jerry Bengtson,2014,Honduras,-0.43,2.11,-0.54,1.32,-0.52,-1.16,0.18,-0.49,-0.5,-0.82,0.18,-0.52,-0.41,1.66,-0.13,0.15
Jerry Palacios,2014,Honduras,-0.43,-0.57,-0.54,-0.27,-1.19,-1.16,-0.68,-0.71,-0.9,-0.82,-0.72,-0.52,-0.81,-0.21,-0.56,-0.51
Jorge Claros,2014,Honduras,-0.43,-0.43,-0.54,-0.8,1.28,0.16,-0.68,-0.26,2.42,2.24,0.18,0.6,-0.01,-0.21,0.73,-0.36
Juan Carlos García,2014,Honduras,-0.43,-0.57,0.21,-0.8,0.47,0.4,-0.68,0.65,1.34,1.09,-0.12,-0.52,-0.01,-0.68,0.3,-0.09
Luis Garrido,2014,Honduras,-0.43,-0.57,-0.54,-0.8,-0.36,-0.93,-0.68,-0.49,-0.43,0.96,-0.57,-0.12,-0.01,-0.68,-0.56,-0.79
Marvin Chávez,2014,Honduras,-0.43,-0.57,0.21,-0.63,-0.96,-0.62,0.62,-0.49,-0.28,-0.82,-0.72,-0.52,-0.81,-0.21,-0.13,-0.2
Maynor Figueroa,2014,Honduras,-0.43,-0.31,-0.54,-0.1,1.35,1.26,-0.68,0.19,-0.09,2.24,2.76,2.97,2.78,2.6,1.16,-0.32
Noel Valladares,2014,Honduras,-0.43,-0.57,-0.54,-0.8,-0.31,1.8,-0.68,-0.94,-0.9,-0.82,-0.57,-0.52,-0.81,-1.15,-0.99,-0.51
Osman Chávez,2014,Honduras,-0.43,-0.57,-0.54,-0.8,-1.26,-1.09,-0.68,-0.94,-0.9,-0.82,0.03,-0.32,-0.81,-1.15,-0.56,-0.79
Roger Espinoza,2014,Honduras,-0.43,-0.23,-0.54,-0.8,0.17,-0.15,0.62,-0.26,-0.28,0.48,-0.57,-0.52,-0.41,0.73,-0.56,-0.36
Víctor Bernárdez,2014,Honduras,-0.43,-0.31,-0.54,-0.27,-0.17,0.09,-0.68,-0.94,-0.9,0.07,0.64,1.22,-0.41,1.19,-0.56,-0.36
Wilson Palacios,2014,Honduras,-0.43,-0.49,-0.54,-0.45,0.52,-0.15,0.18,0.42,0.5,-0.75,0.03,-0.52,-0.01,0.26,1.59,-0.4
Alireza Haghighi,2014,Iran,-0.43,-0.57,-0.54,-0.8,-0.59,1.41,-0.68,-0.49,-0.9,-0.82,-0.42,-0.52,-0.81,-1.15,-0.56,-0.79
Alireza Jahanbakhsh,2014,Iran,-0.43,-0.52,-0.54,-0.1,-1.19,-0.85,-0.25,-0.71,-0.83,-0.82,-0.57,-0.52,-0.01,-1.15,-0.56,-0.79
Amir Hossein Sadeghi,2014,Iran,-0.43,-0.57,-0.54,-0.8,-0.66,-0.07,-0.68,-0.94,-0.73,-0.56,2.6,-0.22,-0.01,0.26,-0.56,-0.67
Andranik Teymourian,2014,Iran,-0.43,-0.46,0.21,-0.8,0.06,-0.15,-0.25,-0.71,-0.04,-0.38,1.09,-0.52,-0.81,4.47,0.3,-0.12
Ashkan Dejagah,2014,Iran,-0.43,-0.46,4.0,0.43,-0.54,-0.15,0.62,0.87,-0.7,-0.67,-0.27,-0.52,1.18,0.26,1.59,2.33
Ehsan Hajsafi,2014,Iran,-0.43,-0.26,0.21,-0.27,-0.56,-0.46,0.18,0.65,-0.57,-0.82,-0.42,-0.52,-0.41,-1.15,-0.56,0.31
Javad Nekounam,2014,Iran,-0.43,-0.37,0.21,0.26,0.17,-0.23,-0.25,-0.94,-0.69,-0.12,0.94,-0.31,-0.01,0.26,-0.13,0.42
Khosro Heydari,2014,Iran,-0.43,-0.57,0.97,-0.1,-0.63,-0.3,-0.68,-0.03,-0.72,-0.82,-0.72,-0.52,-0.81,-0.68,-0.56,-0.12
Masoud Shojaei,2014,Iran,-0.43,-0.43,0.21,-0.27,-1.05,-1.09,0.18,-0.26,-0.73,-0.75,-0.57,-0.22,-0.81,1.19,1.59,-0.67
Mehrdad Pooladi,2014,Iran,-0.43,-0.57,0.97,-0.8,-0.43,0.71,0.18,-0.71,-0.48,-0.04,2.91,0.08,0.39,-0.21,1.16,-0.01
Pejman Montazeri,2014,Iran,-0.43,-0.57,1.73,-0.63,0.26,1.65,-0.25,0.19,-0.76,-0.45,2.45,-0.43,-0.41,0.26,-0.13,0.77
Reza Ghoochannejhad,2014,Iran,1.76,2.89,-0.54,2.21,-0.61,-0.77,0.62,0.19,-0.9,-0.74,-0.57,-0.52,3.17,6.34,3.32,-0.16
Seyed Jalal Hosseini,2014,Iran,-0.43,-0.11,-0.54,0.26,-0.89,-0.77,-0.68,-0.71,-0.57,-0.82,3.36,-0.43,0.39,-1.15,-0.99,-0.79
Andrea Barzagli,2014,Italy,-0.43,-0.52,-0.54,-0.45,2.7,2.58,-0.25,0.42,2.45,3.87,1.24,2.82,0.78,0.26,-0.56,-0.75
Andrea Pirlo,2014,Italy,-0.43,-0.05,0.21,-0.45,4.34,2.04,-0.68,0.65,-0.27,0.97,-0.57,1.06,-0.81,-0.21,2.89,0.54
Antonio Candreva,2014,Italy,-0.43,-0.26,0.21,0.08,-0.43,-0.7,0.62,0.19,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.99,0.31
Antonio Cassano,2014,Italy,-0.43,-0.08,-0.54,0.08,-0.91,-1.09,-0.25,-0.71,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,0.3,-0.4
Ciro Immobile,2014,Italy,-0.43,-0.11,-0.54,0.43,-1.09,-1.16,-0.68,-0.94,-0.9,-0.82,-0.72,-0.52,-0.81,0.26,-0.56,-0.79
Claudio Marchisio,2014,Italy,1.76,-0.43,0.21,-0.8,0.49,0.01,-0.68,-0.49,0.36,2.22,-0.12,-0.52,-0.81,2.13,1.16,-0.05
Daniele De Rossi,2014,Italy,-0.43,-0.57,-0.54,-0.8,3.05,2.74,-0.68,1.1,0.15,2.72,-0.57,-0.52,-0.41,0.26,-0.13,-0.32
Gabriel Paletta,2014,Italy,-0.43,-0.57,-0.54,-0.8,-0.47,-0.62,-0.68,-0.94,-0.38,0.25,0.34,-0.52,-0.81,-1.15,-0.99,-0.79
Gianluigi Buffon,2014,Italy,-0.43,-0.57,-0.54,-0.8,-0.17,1.18,-0.68,-0.94,-0.9,-0.82,-0.57,-0.52,-0.81,-1.15,-0.99,-0.79
Giorgio Chiellini,2014,Italy,-0.43,-0.49,-0.54,-0.27,2.89,2.04,-0.25,2.01,3.08,4.69,2.0,1.24,1.58,-0.68,2.45,-0.09
Ignazio Abate,2014,Italy,-0.43,-0.57,-0.54,-0.8,-0.68,-0.54,-0.68,-0.94,1.0,-0.18,-0.57,-0.52,-0.81,0.26,-0.13,-0.79
Leonardo Bonucci,2014,Italy,-0.43,-0.57,-0.54,-0.8,-0.56,-0.85,-0.68,-0.71,-0.9,0.33,-0.12,1.06,-0.41,-1.15,-0.56,-0.79
Lorenzo Insigne,2014,Italy,-0.43,-0.4,-0.54,-0.45,-1.09,-0.77,-0.25,-0.94,-0.9,-0.18,-0.72,-0.52,-0.81,-1.15,-0.99,-0.51
Marco Parolo,2014,Italy,-0.43,-0.52,-0.54,-0.45,-0.93,-0.7,-0.25,-0.94,-0.34,-0.25,-0.42,-0.52,-0.41,-1.15,-0.56,-0.79
Marco Verratti,2014,Italy,-0.43,-0.57,-0.54,-0.63,0.91,-0.7,1.48,1.1,0.19,-0.25,-0.57,2.42,-0.81,0.26,0.73,-0.63
Mario Balotelli,2014,Italy,1.76,2.72,-0.54,0.97,-0.59,-1.09,0.62,0.19,-0.9,-0.29,-0.72,-0.52,-0.41,2.6,0.3,-0.44
Matteo Darmian,2014,Italy,-0.43,-0.03,-0.54,0.08,0.82,0.79,-0.25,0.42,0.23,1.57,0.79,-0.52,0.78,0.73,0.73,-0.12
Mattia De Sciglio,2014,Italy,-0.43,-0.57,0.21,-0.8,-0.73,-0.38,-0.68,-0.94,-0.9,-0.25,-0.57,1.06,-0.81,0.26,-0.99,-0.55
Salvatore Sirigu,2014,Italy,-0.43,-0.57,-0.54,-0.8,-0.66,-0.07,-0.68,-0.94,-0.9,-0.82,-0.72,-0.52,-0.81,-1.15,-0.99,-0.79
Thiago Motta,2014,Italy,-0.43,-0.46,-0.54,-0.8,0.36,-0.93,-0.25,0.19,0.23,1.0,-0.57,-0.52,-0.41,-1.15,0.3,-0.36
Arthur Boka,2014,Ivory Coast,-0.43,-0.26,1.73,-0.8,0.86,0.87,-0.68,0.19,1.9,0.37,0.49,-0.52,-0.01,0.26,-0.13,0.46
Boubacar Barry,2014,Ivory Coast,-0.43,-0.57,-0.54,-0.8,-0.15,2.12,-0.68,-0.94,-0.9,-0.82,-0.42,-0.52,-0.81,-1.15,-0.99,-0.79
Cheick Tioté,2014,Ivory Coast,-0.43,-0.31,-0.54,-0.8,2.17,0.79,0.62,0.65,1.24,2.01,-0.12,0.91,-0.41,1.66,0.3,-0.51
Didier Drogba,2014,Ivory Coast,-0.43,-0.03,0.21,1.14,-0.86,-0.7,-0.68,-0.26,-0.38,-0.82,-0.12,-0.52,1.58,1.66,1.16,0.46
Didier Zokora,2014,Ivory Coast,-0.43,-0.57,-0.54,-0.8,0.79,0.32,-0.68,-0.71,-0.32,0.82,1.55,-0.52,1.18,-0.68,-0.99,-0.48
Gervinho,2014,Ivory Coast,3.95,1.19,-0.54,4.15,0.08,-0.07,2.77,1.55,-0.9,0.3,-0.72,1.11,-0.41,-1.15,0.73,2.45
Kolo Touré,2014,Ivory Coast,-0.43,-0.54,-0.54,-0.63,-0.77,-0.77,-0.68,-0.94,-0.38,-0.82,0.49,-0.52,-0.41,-0.21,-0.13,-0.79
Max Gradel,2014,Ivory Coast,-0.43,-0.37,0.21,-0.63,-1.14,-0.85,-0.68,-0.71,0.13,-0.3,-0.42,-0.52,-0.81,-0.21,-0.13,0.07
Salomon Kalou,2014,Ivory Coast,-0.43,0.61,0.21,2.74,-0.31,-0.38,1.05,1.55,-0.32,-0.82,-0.57,-0.52,-0.01,2.13,-0.13,1.24
Serey Dié,2014,Ivory Coast,-0.43,-0.49,0.21,-0.63,1.81,1.02,0.18,0.19,2.32,0.82,-0.27,0.95,-0.81,1.66,-0.13,0.03
Serge Aurier,2014,Ivory Coast,-0.43,-0.28,2.48,0.43,1.16,2.04,1.91,0.19,2.93,4.34,0.79,0.91,0.39,0.73,1.16,1.63
Sol Bamba,2014,Ivory Coast,-0.43,-0.46,-0.54,-0.45,1.46,1.65,0.18,-0.49,-0.39,2.62,2.76,2.57,0.78,0.26,-0.56,-0.79
Wilfried Bony,2014,Ivory Coast,3.95,2.92,-0.54,1.14,-0.8,-0.85,0.18,-0.94,-0.39,-0.82,0.03,-0.52,-0.41,1.66,-0.56,-0.51
Yaya Touré,2014,Ivory Coast,-0.43,0.55,1.73,1.5,1.74,0.24,4.49,1.78,0.21,-0.3,-0.57,-0.52,-0.41,-0.68,0.73,3.27
Atsuto Uchida,2014,Japan,-0.43,0.87,1.73,1.32,0.7,1.33,0.62,0.65,2.22,1.78,0.49,-0.52,0.39,-0.68,0.73,2.69
Eiji Kawashima,2014,Japan,-0.43,-0.57,-0.54,-0.8,0.08,2.35,-0.68,-0.94,-0.9,-0.82,-0.12,-0.52,-0.81,-1.15,-0.99,-0.79
Hotaru Yamaguchi,2014,Japan,-0.43,-0.34,-0.54,-0.1,1.53,1.1,-0.68,-0.71,-0.49,2.32,-0.27,0.07,-0.81,-0.68,-0.99,-0.01
Keisuke Honda,2014,Japan,1.76,0.99,1.73,0.61,1.58,0.48,1.91,1.78,0.68,-0.61,-0.27,1.17,-0.01,-0.21,3.32,2.69
Makoto Hasebe,2014,Japan,-0.43,-0.46,-0.54,-0.27,1.32,0.32,0.18,2.23,-0.3,1.88,0.03,0.07,-0.01,0.26,1.16,1.52
